1406;Hunter Maritime Acquisition Corp.,HUNT;{"symbol":"HUNT","name":"Hunter Maritime Acquisition Corp.","marketCap":"$42.18M","ipoYear":"2017","sector":"Transportation","industry":"Oil Refining/Marketing"}
1407;Hunter Maritime Acquisition Corp.,HUNTU;{"symbol":"HUNTU","name":"Hunter Maritime Acquisition Corp.","marketCap":"n/a","ipoYear":"2016","sector":"Transportation","industry":"Oil Refining/Marketing"}
1408;Hunter Maritime Acquisition Corp.,HUNTW;{"symbol":"HUNTW","name":"Hunter Maritime Acquisition Corp.","marketCap":"n/a","ipoYear":"2017","sector":"Transportation","industry":"Oil Refining/Marketing"}
1409;Huntington Bancsharesorporated,HBAN;{"symbol":"HBAN","name":"Huntington Bancshares Incorporated","marketCap":"$14.03B","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
1410;Huntington Bancsharesorporated,HBANN;{"symbol":"HBANN","name":"Huntington Bancshares Incorporated","marketCap":"n/a","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
1411;Huntington Bancsharesorporated,HBANO;{"symbol":"HBANO","name":"Huntington Bancshares Incorporated","marketCap":"$22.44B","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
1412;Huntington Bancsharesorporated,HBANP;{"symbol":"HBANP","name":"Huntington Bancshares Incorporated","marketCap":"n/a","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
1413;Hurco Companies,HURC;{"symbol":"HURC","name":"Hurco Companies, Inc.","marketCap":"$222.57M","ipoYear":"n/a","sector":"Capital Goods","industry":"Industrial Machinery/Components"}
1414;Huron Consulting Group,HURN;{"symbol":"HURN","name":"Huron Consulting Group Inc.","marketCap":"$940.37M","ipoYear":"2004","sector":"Consumer Services","industry":"Professional Services"}
1415;Hutchison China MediTech Limited,HCM;{"symbol":"HCM","name":"Hutchison China MediTech Limited","marketCap":"$2.78B","ipoYear":"2016","sector":"Health Care","industry":"Major Pharmaceuticals"}
1416;Huttig Building Products,HBP;{"symbol":"HBP","name":"Huttig Building Products, Inc.","marketCap":"$176.77M","ipoYear":"n/a","sector":"Consumer Services","industry":"RETAIL: Building Materials"}
1417;HV Bancorp,HVBC;{"symbol":"HVBC","name":"HV Bancorp, Inc.","marketCap":"$31.47M","ipoYear":"2017","sector":"Finance","industry":"Major Banks"}
1418;Hydrogenics Corporation,HYGS;{"symbol":"HYGS","name":"Hydrogenics Corporation","marketCap":"$134.86M","ipoYear":"n/a","sector":"Basic Industries","industry":"Major Chemicals"}
1419;I.D. Systems,IDSY;{"symbol":"IDSY","name":"I.D. Systems, Inc.","marketCap":"$89.39M","ipoYear":"1999","sector":"Consumer Durables","industry":"Telecommunications Equipment"}
1420;IAC/InterActiveCorp,IAC;{"symbol":"IAC","name":"IAC/InterActiveCorp","marketCap":"$8.15B","ipoYear":"n/a","sector":"Consumer Services","industry":"Other Specialty Stores"}
1421;IBERIABANK Corporation,IBKC;{"symbol":"IBKC","name":"IBERIABANK Corporation","marketCap":"$4.01B","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
1422;IBERIABANK Corporation,IBKCO;{"symbol":"IBKCO","name":"IBERIABANK Corporation","marketCap":"n/a","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
1423;IBERIABANK Corporation,IBKCP;{"symbol":"IBKCP","name":"IBERIABANK Corporation","marketCap":"n/a","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
1424;icad,ICAD;{"symbol":"ICAD","name":"icad inc.","marketCap":"$67.63M","ipoYear":"n/a","sector":"Health Care","industry":"Medical/Dental Instruments"}
1425;Icahn Enterprises L.P.,IEP;{"symbol":"IEP","name":"Icahn Enterprises L.P.","marketCap":"$8.08B","ipoYear":"n/a","sector":"Capital Goods","industry":"Auto Parts:O.E.M."}
1426;ICC Holdings,ICCH;{"symbol":"ICCH","name":"ICC Holdings, Inc.","marketCap":"$54.56M","ipoYear":"2017","sector":"Finance","industry":"Property-Casualty Insurers"}
1427;ICF International,ICFI;{"symbol":"ICFI","name":"ICF International, Inc.","marketCap":"$862.91M","ipoYear":"2006","sector":"Consumer Services","industry":"Professional Services"}
1428;Ichor Holdings,ICHR;{"symbol":"ICHR","name":"Ichor Holdings","marketCap":"$550.95M","ipoYear":"2016","sector":"Technology","industry":"Semiconductors"}
1429;ICON plc,ICLR;{"symbol":"ICLR","name":"ICON plc","marketCap":"$5.15B","ipoYear":"1998","sector":"Health Care","industry":"Biotechnology: Commercial Physical & Biological Resarch"}
1430;Iconix Brand Group,ICON;{"symbol":"ICON","name":"Iconix Brand Group, Inc.","marketCap":"$393.16M","ipoYear":"n/a","sector":"Consumer Non-Durables","industry":"Shoe Manufacturing"}
1431;ICU Medical,ICUI;{"symbol":"ICUI","name":"ICU Medical, Inc.","marketCap":"$3.4B","ipoYear":"1992","sector":"Health Care","industry":"Medical/Dental Instruments"}
1432;Ideal Power,IPWR;{"symbol":"IPWR","name":"Ideal Power Inc.","marketCap":"$29.67M","ipoYear":"2013","sector":"Energy","industry":"Industrial Machinery/Components"}
1433;Identiv,INVE;{"symbol":"INVE","name":"Identiv, Inc.","marketCap":"$56.52M","ipoYear":"n/a","sector":"Technology","industry":"Computer peripheral equipment"}
1434;Idera Pharmaceuticals,IDRA;{"symbol":"IDRA","name":"Idera Pharmaceuticals, Inc.","marketCap":"$262.5M","ipoYear":"n/a","sector":"Health Care","industry":"Biotechnology: Biological Products (No Diagnostic Substances)"}
1435;IDEXX Laboratories,IDXX;{"symbol":"IDXX","name":"IDEXX Laboratories, Inc.","marketCap":"$14.31B","ipoYear":"1991","sector":"Health Care","industry":"Biotechnology: In Vitro & In Vivo Diagnostic Substances"}
1436;IES Holdings,IESC;{"symbol":"IESC","name":"IES Holdings, Inc.","marketCap":"$375.75M","ipoYear":"n/a","sector":"Capital Goods","industry":"Engineering & Construction"}
1437;IF Bancorp,IROQ;{"symbol":"IROQ","name":"IF Bancorp, Inc.","marketCap":"$76.68M","ipoYear":"2011","sector":"Finance","industry":"Savings Institutions"}
1438;iFresh,IFMK;{"symbol":"IFMK","name":"iFresh Inc.","marketCap":"$167.63M","ipoYear":"n/a","sector":"Consumer Services","industry":"Food Chains"}
1439;Ignyta,RXDX;{"symbol":"RXDX","name":"Ignyta, Inc.","marketCap":"$570.55M","ipoYear":"n/a","sector":"Health Care","industry":"Major Pharmaceuticals"}
1440;IHS Markit,INFO;{"symbol":"INFO","name":"IHS Markit Ltd.","marketCap":"$18.46B","ipoYear":"2014","sector":"Technology","industry":"Computer Software: Programming, Data Processing"}
1441;II-VIorporated,IIVI;{"symbol":"IIVI","name":"II-VI Incorporated","marketCap":"$2.12B","ipoYear":"1987","sector":"Capital Goods","industry":"Electronic Components"}
1442;iKang Healthcare Group,KANG;{"symbol":"KANG","name":"iKang Healthcare Group, Inc.","marketCap":"$854.92M","ipoYear":"2014","sector":"Health Care","industry":"Medical/Nursing Services"}
1443;Ikonics Corporation,IKNX;{"symbol":"IKNX","name":"Ikonics Corporation","marketCap":"$18.17M","ipoYear":"n/a","sector":"Miscellaneous","industry":"Industrial Machinery/Components"}
1444;ILG,ILG;{"symbol":"ILG","name":"ILG, Inc","marketCap":"$3.46B","ipoYear":"n/a","sector":"Finance","industry":"Real Estate"}
1445;Illumina,ILMN;{"symbol":"ILMN","name":"Illumina, Inc.","marketCap":"$25.75B","ipoYear":"2000","sector":"Capital Goods","industry":"Biotechnology: Laboratory Analytical Instruments"}
1446;Image Sensing Systems,ISNS;{"symbol":"ISNS","name":"Image Sensing Systems, Inc.","marketCap":"$18.53M","ipoYear":"1995","sector":"Capital Goods","industry":"Industrial Machinery/Components"}
1447;Immersion Corporation,IMMR;{"symbol":"IMMR","name":"Immersion Corporation","marketCap":"$262.21M","ipoYear":"1999","sector":"Technology","industry":"Computer peripheral equipment"}
1448;ImmuCell Corporation,ICCC;{"symbol":"ICCC","name":"ImmuCell Corporation","marketCap":"$34.18M","ipoYear":"1987","sector":"Health Care","industry":"Biotechnology: In Vitro & In Vivo Diagnostic Substances"}
1449;Immune Design Corp.,IMDZ;{"symbol":"IMDZ","name":"Immune Design Corp.","marketCap":"$239.09M","ipoYear":"2014","sector":"Health Care","industry":"Major Pharmaceuticals"}
1450;Immune Pharmaceuticals,IMNP          ;{"symbol":"IMNP          ","name":"Immune Pharmaceuticals Inc.","marketCap":"$28.45M","ipoYear":"n/a","sector":"Health Care","industry":"Major Pharmaceuticals"}
1451;ImmunoGen,IMGN;{"symbol":"IMGN","name":"ImmunoGen, Inc.","marketCap":"$584.34M","ipoYear":"1989","sector":"Health Care","industry":"Major Pharmaceuticals"}
1452;Immunomedics,IMMU;{"symbol":"IMMU","name":"Immunomedics, Inc.","marketCap":"$944.15M","ipoYear":"n/a","sector":"Health Care","industry":"Biotechnology: In Vitro & In Vivo Diagnostic Substances"}
1453;Immuron Limited,IMRN;{"symbol":"IMRN","name":"Immuron Limited","marketCap":"$26.95M","ipoYear":"2017","sector":"Health Care","industry":"Major Pharmaceuticals"}
1454;Immuron Limited,IMRNW;{"symbol":"IMRNW","name":"Immuron Limited","marketCap":"n/a","ipoYear":"2017","sector":"Health Care","industry":"Major Pharmaceuticals"}
1455;Impax Laboratories,IPXL;{"symbol":"IPXL","name":"Impax Laboratories, Inc.","marketCap":"$1.18B","ipoYear":"n/a","sector":"Health Care","industry":"Major Pharmaceuticals"}
1456;Imperva,IMPV;{"symbol":"IMPV","name":"Imperva, Inc.","marketCap":"$1.62B","ipoYear":"n/a","sector":"Technology","industry":"Computer Software: Prepackaged Software"}
1457;Impinj,PI;{"symbol":"PI","name":"Impinj, Inc.","marketCap":"$1.1B","ipoYear":"2016","sector":"Capital Goods","industry":"Industrial Machinery/Components"}
1458;Imprimis Pharmaceuticals,IMMY;{"symbol":"IMMY","name":"Imprimis Pharmaceuticals, Inc.","marketCap":"$67.02M","ipoYear":"n/a","sector":"Health Care","industry":"Major Pharmaceuticals"}
1459;INC Research Holdings,INCR;{"symbol":"INCR","name":"INC Research Holdings, Inc.","marketCap":"$3.18B","ipoYear":"2014","sector":"Health Care","industry":"Biotechnology: Commercial Physical & Biological Resarch"}
1460;Incyte Corporation,INCY;{"symbol":"INCY","name":"Incyte Corporation","marketCap":"$26.68B","ipoYear":"n/a","sector":"Health Care","industry":"Biotechnology: Commercial Physical & Biological Resarch"}
1461;Independent Bank Corp.,INDB;{"symbol":"INDB","name":"Independent Bank Corp.","marketCap":"$1.8B","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
1462;Independent Bank Corporation,IBCP;{"symbol":"IBCP","name":"Independent Bank Corporation","marketCap":"$437.33M","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
1463;Independent Bank Group,IBTX;{"symbol":"IBTX","name":"Independent Bank Group, Inc","marketCap":"$1.62B","ipoYear":"2013","sector":"Finance","industry":"Major Banks"}
1464;Industrial Services of America,IDSA;{"symbol":"IDSA","name":"Industrial Services of America, Inc.","marketCap":"$10.08M","ipoYear":"n/a","sector":"Consumer Durables","industry":"Industrial Specialties"}
1465;Infinera Corporation,INFN;{"symbol":"INFN","name":"Infinera Corporation","marketCap":"$1.68B","ipoYear":"2007","sector":"Public Utilities","industry":"Telecommunications Equipment"}
1466;Infinity Pharmaceuticals,INFI;{"symbol":"INFI","name":"Infinity Pharmaceuticals, Inc.","marketCap":"$85.75M","ipoYear":"n/a","sector":"Health Care","industry":"Major Pharmaceuticals"}
1467;Infinity Property and Casualty Corporation,IPCC;{"symbol":"IPCC","name":"Infinity Property and Casualty Corporation","marketCap":"$1.03B","ipoYear":"2003","sector":"Finance","industry":"Property-Casualty Insurers"}
1468;Information Services Group,III;{"symbol":"III","name":"Information Services Group, Inc.","marketCap":"$178.65M","ipoYear":"n/a","sector":"Consumer Services","industry":"Professional Services"}
1469;InfoSonics Corp,IFON;{"symbol":"IFON","name":"InfoSonics Corp","marketCap":"$6.7M","ipoYear":"n/a","sector":"Consumer Non-Durables","industry":"Electronic Components"}
1470;Ingles Marketsorporated,IMKTA;{"symbol":"IMKTA","name":"Ingles Markets, Incorporated","marketCap":"$681.23M","ipoYear":"1987","sector":"Consumer Services","industry":"Food Chains"}
1471;InnerWorkings,INWK;{"symbol":"INWK","name":"InnerWorkings, Inc.","marketCap":"$629.16M","ipoYear":"2006","sector":"Consumer Durables","industry":"Containers/Packaging"}
1472;Innocoll Holdings,INNL;{"symbol":"INNL","name":"Innocoll Holdings","marketCap":"$908.86M","ipoYear":"2014","sector":"Health Care","industry":"Major Pharmaceuticals"}
1473;Innodata,INOD;{"symbol":"INOD","name":"Innodata Inc.","marketCap":"$43.99M","ipoYear":"1993","sector":"Technology","industry":"EDP Services"}
1474;Innophos Holdings,IPHS;{"symbol":"IPHS","name":"Innophos Holdings, Inc.","marketCap":"$846.82M","ipoYear":"2006","sector":"Consumer Durables","industry":"Specialty Chemicals"}
1475;Innospec,IOSP;{"symbol":"IOSP","name":"Innospec Inc.","marketCap":"$1.53B","ipoYear":"n/a","sector":"Basic Industries","industry":"Major Chemicals"}
1476;Innovative Solutions and Support,ISSC;{"symbol":"ISSC","name":"Innovative Solutions and Support, Inc.","marketCap":"$73.17M","ipoYear":"2000","sector":"Technology","industry":"EDP Services"}
1477;Innoviva,INVA;{"symbol":"INVA","name":"Innoviva, Inc.","marketCap":"$1.38B","ipoYear":"n/a","sector":"Health Care","industry":"Major Pharmaceuticals"}
1478;Inogen,INGN;{"symbol":"INGN","name":"Inogen, Inc","marketCap":"$1.89B","ipoYear":"2014","sector":"Health Care","industry":"Industrial Specialties"}
1479;Inotek Pharmaceuticals Corporation,ITEK;{"symbol":"ITEK","name":"Inotek Pharmaceuticals Corporation","marketCap":"$52.62M","ipoYear":"2015","sector":"Health Care","industry":"Major Pharmaceuticals"}
1480;Inovalon Holdings,INOV;{"symbol":"INOV","name":"Inovalon Holdings, Inc.","marketCap":"$1.91B","ipoYear":"2015","sector":"Technology","industry":"EDP Services"}
1481;Inovio Pharmaceuticals,INO;{"symbol":"INO","name":"Inovio Pharmaceuticals, Inc.","marketCap":"$605.97M","ipoYear":"n/a","sector":"Health Care","industry":"Medical/Dental Instruments"}
1482;Inpixon ,INPX;{"symbol":"INPX","name":"Inpixon","marketCap":"$3.25M","ipoYear":"2014","sector":"Technology","industry":"EDP Services"}
1483;Inseego Corp.,INSG;{"symbol":"INSG","name":"Inseego Corp.","marketCap":"$71.64M","ipoYear":"n/a","sector":"Consumer Durables","industry":"Telecommunications Equipment"}
1484;Insight Enterprises,NSIT;{"symbol":"NSIT","name":"Insight Enterprises, Inc.","marketCap":"$1.44B","ipoYear":"1995","sector":"Consumer Services","industry":"Catalog/Specialty Distribution"}
1485;Insignia Systems,ISIG;{"symbol":"ISIG","name":"Insignia Systems, Inc.","marketCap":"$11.78M","ipoYear":"1991","sector":"Consumer Services","industry":"Advertising"}
1486;Insmed,INSM;{"symbol":"INSM","name":"Insmed, Inc.","marketCap":"$1.09B","ipoYear":"n/a","sector":"Health Care","industry":"Major Pharmaceuticals"}
1487;Inspired Entertainment,INSE;{"symbol":"INSE","name":"Inspired Entertainment, Inc.","marketCap":"$267.91M","ipoYear":"2014","sector":"Technology","industry":"Computer Software: Prepackaged Software"}
1488;Insteel Industries,IIIN;{"symbol":"IIIN","name":"Insteel Industries, Inc.","marketCap":"$620.22M","ipoYear":"n/a","sector":"Capital Goods","industry":"Steel/Iron Ore"}
1489;Insulet Corporation,PODD;{"symbol":"PODD","name":"Insulet Corporation","marketCap":"$2.84B","ipoYear":"2007","sector":"Health Care","industry":"Medical/Dental Instruments"}
1490;Insys Therapeutics,INSY;{"symbol":"INSY","name":"Insys Therapeutics, Inc.","marketCap":"$899.4M","ipoYear":"2013","sector":"Health Care","industry":"Major Pharmaceuticals"}
1491;Intec Pharma,NTEC;{"symbol":"NTEC","name":"Intec Pharma Ltd.","marketCap":"$76M","ipoYear":"2015","sector":"Health Care","industry":"Major Pharmaceuticals"}
1492;Integra LifeSciences Holdings Corporation,IART;{"symbol":"IART","name":"Integra LifeSciences Holdings Corporation","marketCap":"$4.06B","ipoYear":"n/a","sector":"Capital Goods","industry":"Biotechnology: Laboratory Analytical Instruments"}
1493;Integrated Device Technology,IDTI;{"symbol":"IDTI","name":"Integrated Device Technology, Inc.","marketCap":"$3.23B","ipoYear":"1984","sector":"Technology","industry":"Semiconductors"}
1494;Intel Corporation,INTC;{"symbol":"INTC","name":"Intel Corporation","marketCap":"$158.46B","ipoYear":"n/a","sector":"Technology","industry":"Semiconductors"}
1495;Intellia Therapeutics,NTLA;{"symbol":"NTLA","name":"Intellia Therapeutics, Inc.","marketCap":"$577.18M","ipoYear":"2016","sector":"Health Care","industry":"Biotechnology: In Vitro & In Vivo Diagnostic Substances"}
1496;Intellipharmaceutics International,IPCI;{"symbol":"IPCI","name":"Intellipharmaceutics International Inc.","marketCap":"$67.79M","ipoYear":"n/a","sector":"Health Care","industry":"Major Pharmaceuticals"}
1497;Inter Parfums,IPAR;{"symbol":"IPAR","name":"Inter Parfums, Inc.","marketCap":"$1.14B","ipoYear":"n/a","sector":"Consumer Non-Durables","industry":"Package Goods/Cosmetics"}
1498;Interactive Brokers Group,IBKR;{"symbol":"IBKR","name":"Interactive Brokers Group, Inc.","marketCap":"$15.26B","ipoYear":"n/a","sector":"Finance","industry":"Investment Bankers/Brokers/Service"}
1499;Intercept Pharmaceuticals,ICPT;{"symbol":"ICPT","name":"Intercept Pharmaceuticals, Inc.","marketCap":"$3.05B","ipoYear":"2012","sector":"Health Care","industry":"Major Pharmaceuticals"}
1500;InterDigital,IDCC;{"symbol":"IDCC","name":"InterDigital, Inc.","marketCap":"$2.77B","ipoYear":"n/a","sector":"Miscellaneous","industry":"Multi-Sector Companies"}
1501;Interface,TILE;{"symbol":"TILE","name":"Interface, Inc.","marketCap":"$1.24B","ipoYear":"n/a","sector":"Consumer Durables","industry":"Home Furnishings"}
1502;Interlink Electronics,LINK;{"symbol":"LINK","name":"Interlink Electronics, Inc.","marketCap":"$68.65M","ipoYear":"n/a","sector":"Technology","industry":"Computer peripheral equipment"}
1503;Intermolecular,IMI;{"symbol":"IMI","name":"Intermolecular, Inc.","marketCap":"$45.1M","ipoYear":"2011","sector":"Technology","industry":"Semiconductors"}
1504;Internap Corporation,INAP;{"symbol":"INAP","name":"Internap Corporation","marketCap":"$298.92M","ipoYear":"1999","sector":"Technology","industry":"Computer Software: Programming, Data Processing"}
1505;International Bancshares Corporation,IBOC;{"symbol":"IBOC","name":"International Bancshares Corporation","marketCap":"$2.26B","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
1506;International Speedway Corporation,ISCA;{"symbol":"ISCA","name":"International Speedway Corporation","marketCap":"$1.66B","ipoYear":"1996","sector":"Consumer Services","industry":"Services-Misc. Amusement & Recreation"}
1507;Internet Gold Golden Lines,IGLD;{"symbol":"IGLD","name":"Internet Gold Golden Lines Ltd.","marketCap":"$180.89M","ipoYear":"1999","sector":"Public Utilities","industry":"Telecommunications Equipment"}
1508;Internet Initiative Japan,IIJI;{"symbol":"IIJI","name":"Internet Initiative Japan, Inc.","marketCap":"$811.09M","ipoYear":"n/a","sector":"Technology","industry":"Computer Software: Programming, Data Processing"}
1509;Interpace Diagnostics Group,IDXG;{"symbol":"IDXG","name":"Interpace Diagnostics Group, Inc.","marketCap":"$15.87M","ipoYear":"n/a","sector":"Health Care","industry":"Medical/Dental Instruments"}
1510;Intersect ENT,XENT;{"symbol":"XENT","name":"Intersect ENT, Inc.","marketCap":"$773.98M","ipoYear":"2014","sector":"Health Care","industry":"Medical/Dental Instruments"}
1511;Intersections,INTX;{"symbol":"INTX","name":"Intersections, Inc.","marketCap":"$108.63M","ipoYear":"2004","sector":"Technology","industry":"EDP Services"}
1512;Intevac,IVAC;{"symbol":"IVAC","name":"Intevac, Inc.","marketCap":"$247.54M","ipoYear":"1995","sector":"Technology","industry":"Industrial Machinery/Components"}
1513;INTL FCStone,INTL;{"symbol":"INTL","name":"INTL FCStone Inc.","marketCap":"$710.67M","ipoYear":"n/a","sector":"Finance","industry":"Investment Bankers/Brokers/Service"}
1514;Intra-Cellular Therapies,ITCI;{"symbol":"ITCI","name":"Intra-Cellular Therapies Inc.","marketCap":"$540.58M","ipoYear":"n/a","sector":"Health Care","industry":"Major Pharmaceuticals"}
1515;IntriCon Corporation,IIN;{"symbol":"IIN","name":"IntriCon Corporation","marketCap":"$54.41M","ipoYear":"n/a","sector":"Capital Goods","industry":"Electrical Products"}
1516;Intuit,INTU;{"symbol":"INTU","name":"Intuit Inc.","marketCap":"$34.66B","ipoYear":"1993","sector":"Technology","industry":"Computer Software: Prepackaged Software"}
1517;Intuitive Surgical,ISRG;{"symbol":"ISRG","name":"Intuitive Surgical, Inc.","marketCap":"$34.48B","ipoYear":"2000","sector":"Health Care","industry":"Industrial Specialties"}
1518;Inventure Foods,SNAK;{"symbol":"SNAK","name":"Inventure Foods, Inc.","marketCap":"$77.77M","ipoYear":"1996","sector":"Consumer Non-Durables","industry":"Packaged Foods"}
1519;Investar Holding Corporation,ISTR;{"symbol":"ISTR","name":"Investar Holding Corporation","marketCap":"$204.64M","ipoYear":"2014","sector":"Finance","industry":"Major Banks"}
1520;Investors Bancorp,ISBC;{"symbol":"ISBC","name":"Investors Bancorp, Inc.","marketCap":"$4.08B","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
1521;Investors Title Company,ITIC;{"symbol":"ITIC","name":"Investors Title Company","marketCap":"$364M","ipoYear":"n/a","sector":"Finance","industry":"Specialty Insurers"}
1522;InVivo Therapeutics Holdings Corp.,NVIV;{"symbol":"NVIV","name":"InVivo Therapeutics Holdings Corp.","marketCap":"$88.42M","ipoYear":"n/a","sector":"Health Care","industry":"Medical/Dental Instruments"}
1523;Invuity,IVTY;{"symbol":"IVTY","name":"Invuity, Inc.","marketCap":"$121.37M","ipoYear":"2015","sector":"Health Care","industry":"Medical/Dental Instruments"}
1524;Ionis Pharmaceuticals,IONS;{"symbol":"IONS","name":"Ionis Pharmaceuticals, Inc.","marketCap":"$6.51B","ipoYear":"n/a","sector":"Health Care","industry":"Major Pharmaceuticals"}
1525;iPass,IPAS;{"symbol":"IPAS","name":"iPass Inc.","marketCap":"$89.47M","ipoYear":"2003","sector":"Technology","industry":"EDP Services"}
1526;iPath US Treasury 10-year Bear ETN,DTYS;{"symbol":"DTYS","name":"iPath US Treasury 10-year Bear ETN","marketCap":"$46.85M","ipoYear":"n/a","sector":"Finance","industry":"Commercial Banks"}
1527;iPath US Treasury 10-year Bull ETN,DTYL;{"symbol":"DTYL","name":"iPath US Treasury 10-year Bull ETN","marketCap":"$5.27M","ipoYear":"n/a","sector":"Finance","industry":"Commercial Banks"}
1528;iPath US Treasury 2-year Bear ETN,DTUS;{"symbol":"DTUS","name":"iPath US Treasury 2-year Bear ETN","marketCap":"$8.01M","ipoYear":"n/a","sector":"Finance","industry":"Commercial Banks"}
1529;iPath US Treasury 2-year Bull ETN,DTUL;{"symbol":"DTUL","name":"iPath US Treasury 2-year Bull ETN","marketCap":"$4.45M","ipoYear":"n/a","sector":"Finance","industry":"Commercial Banks"}
1530;iPath US Treasury 5-year Bear ETN,DFVS;{"symbol":"DFVS","name":"iPath US Treasury 5-year Bear ETN","marketCap":"$1.21M","ipoYear":"n/a","sector":"Finance","industry":"Commercial Banks"}
1531;iPath US Treasury 5-year Bull ETN,DFVL;{"symbol":"DFVL","name":"iPath US Treasury 5-year Bull ETN","marketCap":"$4.93M","ipoYear":"n/a","sector":"Finance","industry":"Commercial Banks"}
1532;iPath US Treasury Flattener ETN,FLAT;{"symbol":"FLAT","name":"iPath US Treasury Flattener ETN","marketCap":"$3.49M","ipoYear":"n/a","sector":"Finance","industry":"Commercial Banks"}
1533;iPath US Treasury Long Bond Bear ETN,DLBS;{"symbol":"DLBS","name":"iPath US Treasury Long Bond Bear ETN","marketCap":"$17.11M","ipoYear":"n/a","sector":"Finance","industry":"Commercial Banks"}
1534;iPath US Treasury Long Bond Bull ETN,DLBL;{"symbol":"DLBL","name":"iPath US Treasury Long Bond Bull ETN","marketCap":"$5.4M","ipoYear":"n/a","sector":"Finance","industry":"Commercial Banks"}
1535;iPath US Treasury Steepener ETN,STPP;{"symbol":"STPP","name":"iPath US Treasury Steepener ETN","marketCap":"$3.32M","ipoYear":"n/a","sector":"Finance","industry":"Commercial Banks"}
1536;IPG Photonics Corporation,IPGP;{"symbol":"IPGP","name":"IPG Photonics Corporation","marketCap":"$7.81B","ipoYear":"2006","sector":"Technology","industry":"Semiconductors"}
1537;IQ Chaikin U.S. Small Cap ETF,CSML;{"symbol":"CSML","name":"IQ Chaikin U.S. Small Cap ETF","marketCap":"$109.49M","ipoYear":"n/a","sector":"n/a","industry":"n/a"}
1538;iRadimed Corporation,IRMD;{"symbol":"IRMD","name":"iRadimed Corporation","marketCap":"$96.75M","ipoYear":"2014","sector":"Health Care","industry":"Medical/Dental Instruments"}
1539;iRhythm Technologies,IRTC;{"symbol":"IRTC","name":"iRhythm Technologies, Inc.","marketCap":"$896.02M","ipoYear":"2016","sector":"Health Care","industry":"Medical/Dental Instruments"}
1540;IRIDEX Corporation,IRIX;{"symbol":"IRIX","name":"IRIDEX Corporation","marketCap":"$109.33M","ipoYear":"1996","sector":"Health Care","industry":"Biotechnology: Electromedical & Electrotherapeutic Apparatus"}
1541;Iridium Communications,IRDM;{"symbol":"IRDM","name":"Iridium Communications Inc","marketCap":"$1.05B","ipoYear":"n/a","sector":"Consumer Durables","industry":"Telecommunications Equipment"}
1542;Iridium Communications,IRDMB;{"symbol":"IRDMB","name":"Iridium Communications Inc","marketCap":"$186M","ipoYear":"n/a","sector":"Consumer Durables","industry":"Telecommunications Equipment"}
1543;iRobot Corporation,IRBT;{"symbol":"IRBT","name":"iRobot Corporation","marketCap":"$2.49B","ipoYear":"2005","sector":"Consumer Durables","industry":"Consumer Electronics/Appliances"}
1544;Ironwood Pharmaceuticals,IRWD;{"symbol":"IRWD","name":"Ironwood Pharmaceuticals, Inc.","marketCap":"$2.69B","ipoYear":"2010","sector":"Health Care","industry":"Major Pharmaceuticals"}
1545;IRSA Propiedades Comerciales S.A.,IRCP;{"symbol":"IRCP","name":"IRSA Propiedades Comerciales S.A.","marketCap":"$1.65B","ipoYear":"n/a","sector":"Consumer Services","industry":"Building operators"}
1546;iSectors Post-MPT Growth ETF,PMPT;{"symbol":"PMPT","name":"iSectors Post-MPT Growth ETF","marketCap":"$11.25M","ipoYear":"n/a","sector":"n/a","industry":"n/a"}
1547;iShares 0-5 Year Investment Grade Corporate Bond ETF,SLQD;{"symbol":"SLQD","name":"iShares 0-5 Year Investment Grade Corporate Bond ETF","marketCap":"$444.93M","ipoYear":"n/a","sector":"n/a","industry":"n/a"}
1548;iShares 20+ Year Treasury Bond ETF,TLT;{"symbol":"TLT","name":"iShares 20+ Year Treasury Bond ETF","marketCap":"$7.45B","ipoYear":"n/a","sector":"n/a","industry":"n/a"}
1549;iShares Asia 50 ETF,AIA;{"symbol":"AIA","name":"iShares Asia 50 ETF","marketCap":"$402.92M","ipoYear":"n/a","sector":"n/a","industry":"n/a"}
1550;iShares Commodities Select Strategy ETF,COMT;{"symbol":"COMT","name":"iShares Commodities Select Strategy ETF","marketCap":"$193.13M","ipoYear":"n/a","sector":"n/a","industry":"n/a"}
1551;iShares Core MSCI Total International Stock ETF,IXUS;{"symbol":"IXUS","name":"iShares Core MSCI Total International Stock ETF","marketCap":"$6.32B","ipoYear":"n/a","sector":"n/a","industry":"n/a"}
1552;iShares Fallen Angels USD Bond ETF,FALN;{"symbol":"FALN","name":"iShares Fallen Angels USD Bond ETF","marketCap":"$10.95M","ipoYear":"n/a","sector":"n/a","industry":"n/a"}
